ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesTerritoryKey,SalesOrderNumber,OrderQuantity,UnitPrice,ProductName,standardcost,SubCategory,Category,CustomerName,Gender,Dates,Region,Country,SalesTerritoryGroup,SalesAmount,ProductionCost,Profit,ProfitMargin,Year,MonthName,Quarter,FinancialQuarter,YearMonth
530,2013-10-10,2013-10-22,2013-10-17,26709,4,SO68108,1,4.99,"Touring Tire Tube",1.8663,"Tires and Tubes",Accessories,"Ms. Mary O King",F,2013-10-10,Southwest,"United States","North America",4.99,1.87,3.12,62.60,2013,October,Q4,FQ3,2013-Oct
541,2013-10-10,2013-10-22,2013-10-17,26709,4,SO68108,1,28.99,"Touring Tire",10.8423,"Tires and Tubes",Accessories,"Ms. Mary O King",F,2013-10-10,Southwest,"United States","North America",28.99,10.84,18.15,62.60,2013,October,Q4,FQ3,2013-Oct
222,2013-10-10,2013-10-22,2013-10-17,26709,4,SO68108,1,34.99,"Sport-100 Helmet, Blue",13.0863,Helmets,Accessories,"Ms. Mary O King",F,2013-10-10,Southwest,"United States","North America",34.99,13.09,21.90,62.60,2013,October,Q4,FQ3,2013-Oct
477,2013-09-04,2013-09-16,2013-09-11,12944,6,SO65694,1,4.99,"Water Bottle - 30 oz.",1.8663,"Bottles and Cages",Accessories,"Mr. Jose  Jai",M,2013-09-04,Canada,Canada,"North America",4.99,1.87,3.12,62.60,2013,September,Q3,FQ2,2013-Sep
225,2013-09-04,2013-09-16,2013-09-11,12944,6,SO65694,1,8.99,"AWC Logo Cap",6.9223,Caps,Clothing,"Mr. Jose  Jai",M,2013-09-04,Canada,Canada,"North America",8.99,6.92,2.07,23.00,2013,September,Q3,FQ2,2013-Sep
491,2013-09-04,2013-09-16,2013-09-11,12944,6,SO65694,1,53.99,"Short-Sleeve Classic Jersey, XL",41.5723,Jerseys,Clothing,"Mr. Jose  Jai",M,2013-09-04,Canada,Canada,"North America",53.99,41.57,12.42,23.00,2013,September,Q3,FQ2,2013-Sep
478,2013-09-04,2013-09-16,2013-09-11,12944,6,SO65694,1,9.99,"Mountain Bottle Cage",3.7363,"Bottles and Cages",Accessories,"Mr. Jose  Jai",M,2013-09-04,Canada,Canada,"North America",9.99,3.74,6.25,62.60,2013,September,Q3,FQ2,2013-Sep
536,2013-05-25,2013-06-06,2013-06-01,12944,6,SO58603,1,29.99,"ML Mountain Tire",11.2163,"Tires and Tubes",Accessories,"Mr. Jose  Jai",M,2013-05-25,Canada,Canada,"North America",29.99,11.22,18.77,62.60,2013,May,Q2,FQ1,2013-May
480,2013-05-25,2013-06-06,2013-06-01,12944,6,SO58603,1,2.29,"Patch Kit/8 Patches",0.8565,"Tires and Tubes",Accessories,"Mr. Jose  Jai",M,2013-05-25,Canada,Canada,"North America",2.29,0.86,1.43,62.60,2013,May,Q2,FQ1,2013-May
528,2013-03-26,2013-04-07,2013-04-02,12944,6,SO55073,1,4.99,"Mountain Tire Tube",1.8663,"Tires and Tubes",Accessories,"Mr. Jose  Jai",M,2013-03-26,Canada,Canada,"North America",4.99,1.87,3.12,62.60,2013,March,Q1,FQ4,2013-Mar
537,2013-03-26,2013-04-07,2013-04-02,12944,6,SO55073,1,35.00,"HL Mountain Tire",13.09,"Tires and Tubes",Accessories,"Mr. Jose  Jai",M,2013-03-26,Canada,Canada,"North America",35.00,13.09,21.91,62.60,2013,March,Q1,FQ4,2013-Mar
477,2013-05-16,2013-05-28,2013-05-23,12944,6,SO58094,1,4.99,"Water Bottle - 30 oz.",1.8663,"Bottles and Cages",Accessories,"Mr. Jose  Jai",M,2013-05-16,Canada,Canada,"North America",4.99,1.87,3.12,62.60,2013,May,Q2,FQ1,2013-May
481,2013-05-16,2013-05-28,2013-05-23,12944,6,SO58094,1,8.99,"Racing Socks, M",3.3623,Socks,Clothing,"Mr. Jose  Jai",M,2013-05-16,Canada,Canada,"North America",8.99,3.36,5.63,62.60,2013,May,Q2,FQ1,2013-May
217,2013-11-30,2013-12-12,2013-12-07,28133,9,SO72060,1,34.99,"Sport-100 Helmet, Black",13.0863,Helmets,Accessories,"Mr. Willie C Huang",M,2013-11-30,Australia,Australia,Pacific,34.99,13.09,21.90,62.60,2013,November,Q4,FQ3,2013-Nov
604,2013-11-30,2013-12-12,2013-12-07,28133,9,SO72060,1,539.99,"Road-750 Black, 44",343.6496,"Road Bikes",Bikes,"Mr. Willie C Huang",M,2013-11-30,Australia,Australia,Pacific,539.99,343.65,196.34,36.36,2013,November,Q4,FQ3,2013-Nov
528,2013-04-14,2013-04-26,2013-04-21,21283,9,SO56190,1,4.99,"Mountain Tire Tube",1.8663,"Tires and Tubes",Accessories,"Mr. Orlando M Jiménez",M,2013-04-14,Australia,Australia,Pacific,4.99,1.87,3.12,62.60,2013,April,Q2,FQ1,2013-Apr
225,2013-04-14,2013-04-26,2013-04-21,21283,9,SO56190,1,8.99,"AWC Logo Cap",6.9223,Caps,Clothing,"Mr. Orlando M Jiménez",M,2013-04-14,Australia,Australia,Pacific,8.99,6.92,2.07,23.00,2013,April,Q2,FQ1,2013-Apr
489,2013-04-14,2013-04-26,2013-04-21,21283,9,SO56190,1,53.99,"Short-Sleeve Classic Jersey, M",41.5723,Jerseys,Clothing,"Mr. Orlando M Jiménez",M,2013-04-14,Australia,Australia,Pacific,53.99,41.57,12.42,23.00,2013,April,Q2,FQ1,2013-Apr
485,2013-04-14,2013-04-26,2013-04-21,21283,9,SO56190,1,21.98,"Fender Set - Mountain",8.2205,Fenders,Accessories,"Mr. Orlando M Jiménez",M,2013-04-14,Australia,Australia,Pacific,21.98,8.22,13.76,62.60,2013,April,Q2,FQ1,2013-Apr
214,2013-04-14,2013-04-26,2013-04-21,21283,9,SO56190,1,34.99,"Sport-100 Helmet, Red",13.0863,Helmets,Accessories,"Mr. Orlando M Jiménez",M,2013-04-14,Australia,Australia,Pacific,34.99,13.09,21.90,62.60,2013,April,Q2,FQ1,2013-Apr
592,2013-01-11,2013-01-23,2013-01-18,15549,6,SO51413,1,564.99,"Mountain-500 Silver, 42",308.2179,"Mountain Bikes",Bikes,"Mr. Richard R Davis",M,2013-01-11,Canada,Canada,"North America",564.99,308.22,256.77,45.45,2013,January,Q1,FQ4,2013-Jan
478,2013-01-11,2013-01-23,2013-01-18,15549,6,SO51413,1,9.99,"Mountain Bottle Cage",3.7363,"Bottles and Cages",Accessories,"Mr. Richard R Davis",M,2013-01-11,Canada,Canada,"North America",9.99,3.74,6.25,62.60,2013,January,Q1,FQ4,2013-Jan
539,2013-09-05,2013-09-17,2013-09-12,20785,4,SO65795,1,24.99,"ML Road Tire",9.3463,"Tires and Tubes",Accessories,"Ms. Isabella L Taylor",F,2013-09-05,Southwest,"United States","North America",24.99,9.35,15.64,62.60,2013,September,Q3,FQ2,2013-Sep
382,2013-09-05,2013-09-17,2013-09-12,20785,4,SO65795,1,1120.49,"Road-550-W Yellow, 38",713.0798,"Road Bikes",Bikes,"Ms. Isabella L Taylor",F,2013-09-05,Southwest,"United States","North America",1120.49,713.08,407.41,36.36,2013,September,Q3,FQ2,2013-Sep
382,2013-08-15,2013-08-27,2013-08-22,20735,1,SO64289,1,1120.49,"Road-550-W Yellow, 38",713.0798,"Road Bikes",Bikes,"Ms. Caitlin  Cooper",F,2013-08-15,Northwest,"United States","North America",1120.49,713.08,407.41,36.36,2013,August,Q3,FQ2,2013-Aug
386,2013-05-29,2013-06-10,2013-06-05,20006,1,SO58897,1,1120.49,"Road-550-W Yellow, 42",713.0798,"Road Bikes",Bikes,"Ms. Grace A Morris",F,2013-05-29,Northwest,"United States","North America",1120.49,713.08,407.41,36.36,2013,May,Q2,FQ1,2013-May
222,2013-05-29,2013-06-10,2013-06-05,20006,1,SO58897,1,34.99,"Sport-100 Helmet, Blue",13.0863,Helmets,Accessories,"Ms. Grace A Morris",F,2013-05-29,Northwest,"United States","North America",34.99,13.09,21.90,62.60,2013,May,Q2,FQ1,2013-May
528,2013-12-17,2013-12-29,2013-12-24,16062,1,SO73287,1,4.99,"Mountain Tire Tube",1.8663,"Tires and Tubes",Accessories,"Ms. Katherine C Johnson",F,2013-12-17,Northwest,"United States","North America",4.99,1.87,3.12,62.60,2013,December,Q4,FQ3,2013-Dec
480,2013-12-17,2013-12-29,2013-12-24,16062,1,SO73287,1,2.29,"Patch Kit/8 Patches",0.8565,"Tires and Tubes",Accessories,"Ms. Katherine C Johnson",F,2013-12-17,Northwest,"United States","North America",2.29,0.86,1.43,62.60,2013,December,Q4,FQ3,2013-Dec
528,2013-04-11,2013-04-23,2013-04-18,11694,4,SO56050,1,4.99,"Mountain Tire Tube",1.8663,"Tires and Tubes",Accessories,"Mr. Jonathon L Ortega",M,2013-04-11,Southwest,"United States","North America",4.99,1.87,3.12,62.60,2013,April,Q2,FQ1,2013-Apr
537,2013-04-11,2013-04-23,2013-04-18,11694,4,SO56050,1,35.00,"HL Mountain Tire",13.09,"Tires and Tubes",Accessories,"Mr. Jonathon L Ortega",M,2013-04-11,Southwest,"United States","North America",35.00,13.09,21.91,62.60,2013,April,Q2,FQ1,2013-Apr
222,2013-04-11,2013-04-23,2013-04-18,11694,4,SO56050,1,34.99,"Sport-100 Helmet, Blue",13.0863,Helmets,Accessories,"Mr. Jonathon L Ortega",M,2013-04-11,Southwest,"United States","North America",34.99,13.09,21.90,62.60,2013,April,Q2,FQ1,2013-Apr
488,2013-09-28,2013-10-10,2013-10-05,11694,4,SO67217,1,53.99,"Short-Sleeve Classic Jersey, S",41.5723,Jerseys,Clothing,"Mr. Jonathon L Ortega",M,2013-09-28,Southwest,"United States","North America",53.99,41.57,12.42,23.00,2013,September,Q3,FQ2,2013-Sep
528,2013-05-19,2013-05-31,2013-05-26,14562,4,SO58268,1,4.99,"Mountain Tire Tube",1.8663,"Tires and Tubes",Accessories,"Mr. Bryce B Stewart",M,2013-05-19,Southwest,"United States","North America",4.99,1.87,3.12,62.60,2013,May,Q2,FQ1,2013-May
480,2013-05-19,2013-05-31,2013-05-26,14562,4,SO58268,1,2.29,"Patch Kit/8 Patches",0.8565,"Tires and Tubes",Accessories,"Mr. Bryce B Stewart",M,2013-05-19,Southwest,"United States","North America",2.29,0.86,1.43,62.60,2013,May,Q2,FQ1,2013-May
477,2013-03-24,2013-04-05,2013-03-31,27530,4,SO54945,1,4.99,"Water Bottle - 30 oz.",1.8663,"Bottles and Cages",Accessories,"Ms. Maria  Ross",F,2013-03-24,Southwest,"United States","North America",4.99,1.87,3.12,62.60,2013,March,Q1,FQ4,2013-Mar
530,2013-03-24,2013-04-05,2013-03-31,27530,4,SO54945,1,4.99,"Touring Tire Tube",1.8663,"Tires and Tubes",Accessories,"Ms. Maria  Ross",F,2013-03-24,Southwest,"United States","North America",4.99,1.87,3.12,62.60,2013,March,Q1,FQ4,2013-Mar
541,2013-03-24,2013-04-05,2013-03-31,27530,4,SO54945,1,28.99,"Touring Tire",10.8423,"Tires and Tubes",Accessories,"Ms. Maria  Ross",F,2013-03-24,Southwest,"United States","North America",28.99,10.84,18.15,62.60,2013,March,Q1,FQ4,2013-Mar
479,2013-03-24,2013-04-05,2013-03-31,27530,4,SO54945,1,8.99,"Road Bottle Cage",3.3623,"Bottles and Cages",Accessories,"Ms. Maria  Ross",F,2013-03-24,Southwest,"United States","North America",8.99,3.36,5.63,62.60,2013,March,Q1,FQ4,2013-Mar
538,2013-08-13,2013-08-25,2013-08-20,23015,4,SO64167,1,21.49,"LL Road Tire",8.0373,"Tires and Tubes",Accessories,"Mr. Juan L Rivera",M,2013-08-13,Southwest,"United States","North America",21.49,8.04,13.45,62.60,2013,August,Q3,FQ2,2013-Aug
480,2013-08-13,2013-08-25,2013-08-20,23015,4,SO64167,1,2.29,"Patch Kit/8 Patches",0.8565,"Tires and Tubes",Accessories,"Mr. Juan L Rivera",M,2013-08-13,Southwest,"United States","North America",2.29,0.86,1.43,62.60,2013,August,Q3,FQ2,2013-Aug
604,2013-08-13,2013-08-25,2013-08-20,23015,4,SO64167,1,539.99,"Road-750 Black, 44",343.6496,"Road Bikes",Bikes,"Mr. Juan L Rivera",M,2013-08-13,Southwest,"United States","North America",539.99,343.65,196.34,36.36,2013,August,Q3,FQ2,2013-Aug
355,2013-09-21,2013-10-03,2013-09-28,14301,9,SO66820,1,2319.99,"Mountain-200 Silver, 42",1265.6195,"Mountain Bikes",Bikes,"Mr. Ruben B Vazquez",M,2013-09-21,Australia,Australia,Pacific,2319.99,1265.62,1054.37,45.45,2013,September,Q3,FQ2,2013-Sep
481,2013-07-19,2013-07-31,2013-07-26,14301,9,SO62469,1,8.99,"Racing Socks, M",3.3623,Socks,Clothing,"Mr. Ruben B Vazquez",M,2013-07-19,Australia,Australia,Pacific,8.99,3.36,5.63,62.60,2013,July,Q3,FQ2,2013-Jul
585,2013-07-19,2013-07-31,2013-07-26,14301,9,SO62469,1,742.35,"Touring-3000 Blue, 44",461.4448,"Touring Bikes",Bikes,"Mr. Ruben B Vazquez",M,2013-07-19,Australia,Australia,Pacific,742.35,461.44,280.91,37.84,2013,July,Q3,FQ2,2013-Jul
356,2012-09-01,2012-09-13,2016-10-16,14301,9,SO49587,1,2071.42,"Mountain-200 Silver, 46",1117.8559,"Mountain Bikes",Bikes,"Mr. Ruben B Vazquez",M,2012-09-01,Australia,Australia,Pacific,2071.42,1117.86,953.56,46.03,2012,September,Q3,FQ2,2012-Sep
538,2013-12-16,2013-12-28,2013-12-23,24337,1,SO73244,1,21.49,"LL Road Tire",8.0373,"Tires and Tubes",Accessories,"Mr. Noah  Alexander",M,2013-12-16,Northwest,"United States","North America",21.49,8.04,13.45,62.60,2013,December,Q4,FQ3,2013-Dec
529,2013-12-16,2013-12-28,2013-12-23,24337,1,SO73244,1,3.99,"Road Tire Tube",1.4923,"Tires and Tubes",Accessories,"Mr. Noah  Alexander",M,2013-12-16,Northwest,"United States","North America",3.99,1.49,2.50,62.60,2013,December,Q4,FQ3,2013-Dec
222,2013-12-16,2013-12-28,2013-12-23,24337,1,SO73244,1,34.99,"Sport-100 Helmet, Blue",13.0863,Helmets,Accessories,"Mr. Noah  Alexander",M,2013-12-16,Northwest,"United States","North America",34.99,13.09,21.90,62.60,2013,December,Q4,FQ3,2013-Dec
604,2013-12-16,2013-12-28,2013-12-23,24337,1,SO73244,1,539.99,"Road-750 Black, 44",343.6496,"Road Bikes",Bikes,"Mr. Noah  Alexander",M,2013-12-16,Northwest,"United States","North America",539.99,343.65,196.34,36.36,2013,December,Q4,FQ3,2013-Dec
389,2012-06-02,2012-06-14,2019-02-13,14267,1,SO48436,1,1000.44,"Road-550-W Yellow, 48",605.6492,"Road Bikes",Bikes,"Ms. Lauren I Wood",F,2012-06-02,Northwest,"United States","North America",1000.44,605.65,394.79,39.46,2012,June,Q2,FQ1,2012-Jun
234,2013-10-12,2013-10-24,2013-10-19,14267,1,SO68261,1,49.99,"Long-Sleeve Logo Jersey, L",38.4923,Jerseys,Clothing,"Ms. Lauren I Wood",F,2013-10-12,Northwest,"United States","North America",49.99,38.49,11.50,23.00,2013,October,Q4,FQ3,2013-Oct
580,2013-10-12,2013-10-24,2013-10-19,14267,1,SO68261,1,1700.99,"Road-350-W Yellow, 40",1082.51,"Road Bikes",Bikes,"Ms. Lauren I Wood",F,2013-10-12,Northwest,"United States","North America",1700.99,1082.51,618.48,36.36,2013,October,Q4,FQ3,2013-Oct
222,2013-10-12,2013-10-24,2013-10-19,14267,1,SO68261,1,34.99,"Sport-100 Helmet, Blue",13.0863,Helmets,Accessories,"Ms. Lauren I Wood",F,2013-10-12,Northwest,"United States","North America",34.99,13.09,21.90,62.60,2013,October,Q4,FQ3,2013-Oct
477,2013-09-04,2013-09-16,2013-09-11,18916,4,SO65738,1,4.99,"Water Bottle - 30 oz.",1.8663,"Bottles and Cages",Accessories,"Mr. Christian B Moore",M,2013-09-04,Southwest,"United States","North America",4.99,1.87,3.12,62.60,2013,September,Q3,FQ2,2013-Sep
234,2013-09-04,2013-09-16,2013-09-11,18916,4,SO65738,1,49.99,"Long-Sleeve Logo Jersey, L",38.4923,Jerseys,Clothing,"Mr. Christian B Moore",M,2013-09-04,Southwest,"United States","North America",49.99,38.49,11.50,23.00,2013,September,Q3,FQ2,2013-Sep
487,2013-09-04,2013-09-16,2013-09-11,18916,4,SO65738,1,54.99,"Hydration Pack - 70 oz.",20.5663,"Hydration Packs",Accessories,"Mr. Christian B Moore",M,2013-09-04,Southwest,"United States","North America",54.99,20.57,34.42,62.60,2013,September,Q3,FQ2,2013-Sep
479,2013-09-04,2013-09-16,2013-09-11,18916,4,SO65738,1,8.99,"Road Bottle Cage",3.3623,"Bottles and Cages",Accessories,"Mr. Christian B Moore",M,2013-09-04,Southwest,"United States","North America",8.99,3.36,5.63,62.60,2013,September,Q3,FQ2,2013-Sep
606,2013-09-04,2013-09-16,2013-09-11,18916,4,SO65738,1,539.99,"Road-750 Black, 52",343.6496,"Road Bikes",Bikes,"Mr. Christian B Moore",M,2013-09-04,Southwest,"United States","North America",539.99,343.65,196.34,36.36,2013,September,Q3,FQ2,2013-Sep
528,2014-01-18,2014-01-30,2014-01-25,21238,6,SO74805,1,4.99,"Mountain Tire Tube",1.8663,"Tires and Tubes",Accessories,"Mr. Carl  Tang",M,2014-01-18,Canada,Canada,"North America",4.99,1.87,3.12,62.60,2014,January,Q1,FQ4,2014-Jan
480,2014-01-18,2014-01-30,2014-01-25,21238,6,SO74805,1,2.29,"Patch Kit/8 Patches",0.8565,"Tires and Tubes",Accessories,"Mr. Carl  Tang",M,2014-01-18,Canada,Canada,"North America",2.29,0.86,1.43,62.60,2014,January,Q1,FQ4,2014-Jan
528,2013-04-03,2013-04-15,2013-04-10,21238,6,SO55568,1,4.99,"Mountain Tire Tube",1.8663,"Tires and Tubes",Accessories,"Mr. Carl  Tang",M,2013-04-03,Canada,Canada,"North America",4.99,1.87,3.12,62.60,2013,April,Q2,FQ1,2013-Apr
535,2013-04-03,2013-04-15,2013-04-10,21238,6,SO55568,1,24.99,"LL Mountain Tire",9.3463,"Tires and Tubes",Accessories,"Mr. Carl  Tang",M,2013-04-03,Canada,Canada,"North America",24.99,9.35,15.64,62.60,2013,April,Q2,FQ1,2013-Apr
480,2013-04-03,2013-04-15,2013-04-10,21238,6,SO55568,1,2.29,"Patch Kit/8 Patches",0.8565,"Tires and Tubes",Accessories,"Mr. Carl  Tang",M,2013-04-03,Canada,Canada,"North America",2.29,0.86,1.43,62.60,2013,April,Q2,FQ1,2013-Apr
541,2014-01-05,2014-01-17,2014-01-12,26170,4,SO74380,1,28.99,"Touring Tire",10.8423,"Tires and Tubes",Accessories,"Mr. Jeremiah C Jenkins",M,2014-01-05,Southwest,"United States","North America",28.99,10.84,18.15,62.60,2014,January,Q1,FQ4,2014-Jan
477,2013-12-26,2014-01-07,2014-01-02,19638,1,SO73971,1,4.99,"Water Bottle - 30 oz.",1.8663,"Bottles and Cages",Accessories,"Ms. Kimberly P Peterson",F,2013-12-26,Northwest,"United States","North America",4.99,1.87,3.12,62.60,2013,December,Q4,FQ3,2013-Dec
477,2013-09-07,2013-09-19,2013-09-14,26177,6,SO65908,1,4.99,"Water Bottle - 30 oz.",1.8663,"Bottles and Cages",Accessories,"Ms. Nicole S Simmons",F,2013-09-07,Canada,Canada,"North America",4.99,1.87,3.12,62.60,2013,September,Q3,FQ2,2013-Sep
465,2013-09-07,2013-09-19,2013-09-14,26177,6,SO65908,1,24.49,"Half-Finger Gloves, M",9.1593,Gloves,Clothing,"Ms. Nicole S Simmons",F,2013-09-07,Canada,Canada,"North America",24.49,9.16,15.33,62.60,2013,September,Q3,FQ2,2013-Sep
539,2013-09-05,2013-09-17,2013-09-12,14016,9,SO65749,1,24.99,"ML Road Tire",9.3463,"Tires and Tubes",Accessories,"Mr. Mary R. Sandidge",M,2013-09-05,Australia,Australia,Pacific,24.99,9.35,15.64,62.60,2013,September,Q3,FQ2,2013-Sep
529,2013-09-05,2013-09-17,2013-09-12,14016,9,SO65749,1,3.99,"Road Tire Tube",1.4923,"Tires and Tubes",Accessories,"Mr. Mary R. Sandidge",M,2013-09-05,Australia,Australia,Pacific,3.99,1.49,2.50,62.60,2013,September,Q3,FQ2,2013-Sep
217,2013-09-05,2013-09-17,2013-09-12,14016,9,SO65749,1,34.99,"Sport-100 Helmet, Black",13.0863,Helmets,Accessories,"Mr. Mary R. Sandidge",M,2013-09-05,Australia,Australia,Pacific,34.99,13.09,21.90,62.60,2013,September,Q3,FQ2,2013-Sep
463,2013-07-23,2013-08-04,2013-07-30,14016,9,SO62634,1,24.49,"Half-Finger Gloves, S",9.1593,Gloves,Clothing,"Mr. Mary R. Sandidge",M,2013-07-23,Australia,Australia,Pacific,24.49,9.16,15.33,62.60,2013,July,Q3,FQ2,2013-Jul
540,2013-07-23,2013-08-04,2013-07-30,14016,9,SO62634,1,32.60,"HL Road Tire",12.1924,"Tires and Tubes",Accessories,"Mr. Mary R. Sandidge",M,2013-07-23,Australia,Australia,Pacific,32.60,12.19,20.41,62.60,2013,July,Q3,FQ2,2013-Jul
225,2013-11-02,2013-11-14,2013-11-09,14858,9,SO69873,1,8.99,"AWC Logo Cap",6.9223,Caps,Clothing,"Mr. Louis  Zhu",M,2013-11-02,Australia,Australia,Pacific,8.99,6.92,2.07,23.00,2013,November,Q4,FQ3,2013-Nov
539,2013-03-03,2013-03-15,2013-03-10,14858,9,SO53774,1,24.99,"ML Road Tire",9.3463,"Tires and Tubes",Accessories,"Mr. Louis  Zhu",M,2013-03-03,Australia,Australia,Pacific,24.99,9.35,15.64,62.60,2013,March,Q1,FQ4,2013-Mar
486,2013-03-03,2013-03-15,2013-03-10,14858,9,SO53774,1,159.00,"All-Purpose Bike Stand",59.466,"Bike Stands",Accessories,"Mr. Louis  Zhu",M,2013-03-03,Australia,Australia,Pacific,159.00,59.47,99.53,62.60,2013,March,Q1,FQ4,2013-Mar
529,2013-03-03,2013-03-15,2013-03-10,14858,9,SO53774,1,3.99,"Road Tire Tube",1.4923,"Tires and Tubes",Accessories,"Mr. Louis  Zhu",M,2013-03-03,Australia,Australia,Pacific,3.99,1.49,2.50,62.60,2013,March,Q1,FQ4,2013-Mar
477,2014-01-24,2014-02-05,2014-01-31,18668,1,SO74985,1,4.99,"Water Bottle - 30 oz.",1.8663,"Bottles and Cages",Accessories,"Mr. Brian J Sanders",M,2014-01-24,Northwest,"United States","North America",4.99,1.87,3.12,62.60,2014,January,Q1,FQ4,2014-Jan
225,2013-04-19,2013-05-01,2013-04-26,20758,1,SO56454,1,8.99,"AWC Logo Cap",6.9223,Caps,Clothing,"Mr. Jesse  Sanders",M,2013-04-19,Northwest,"United States","North America",8.99,6.92,2.07,23.00,2013,April,Q2,FQ1,2013-Apr
228,2013-04-19,2013-05-01,2013-04-26,20758,1,SO56454,1,49.99,"Long-Sleeve Logo Jersey, S",38.4923,Jerseys,Clothing,"Mr. Jesse  Sanders",M,2013-04-19,Northwest,"United States","North America",49.99,38.49,11.50,23.00,2013,April,Q2,FQ1,2013-Apr
474,2013-04-19,2013-05-01,2013-04-26,20758,1,SO56454,1,69.99,"Women's Mountain Shorts, S",26.1763,Shorts,Clothing,"Mr. Jesse  Sanders",M,2013-04-19,Northwest,"United States","North America",69.99,26.18,43.81,62.60,2013,April,Q2,FQ1,2013-Apr
311,2011-06-22,2011-07-04,2025-10-23,28824,1,SO44976,1,3578.27,"Road-150 Red, 44",2171.2942,"Road Bikes",Bikes,"Mr. Brandon D Gonzales",M,2011-06-22,Northwest,"United States","North America",3578.27,2171.29,1406.98,39.32,2011,June,Q2,FQ1,2011-Jun
489,2013-06-15,2013-06-27,2013-06-22,16996,6,SO60246,1,53.99,"Short-Sleeve Classic Jersey, M",41.5723,Jerseys,Clothing,"Ms. Destiny M Walker",F,2013-06-15,Canada,Canada,"North America",53.99,41.57,12.42,23.00,2013,June,Q2,FQ1,2013-Jun
581,2013-06-15,2013-06-27,2013-06-22,16996,6,SO60246,1,1700.99,"Road-350-W Yellow, 42",1082.51,"Road Bikes",Bikes,"Ms. Destiny M Walker",F,2013-06-15,Canada,Canada,"North America",1700.99,1082.51,618.48,36.36,2013,June,Q2,FQ1,2013-Jun
477,2013-10-25,2013-11-06,2013-11-01,24799,4,SO69145,1,4.99,"Water Bottle - 30 oz.",1.8663,"Bottles and Cages",Accessories,"Mr. Byron  Sanz",M,2013-10-25,Southwest,"United States","North America",4.99,1.87,3.12,62.60,2013,October,Q4,FQ3,2013-Oct
575,2013-10-25,2013-11-06,2013-11-01,24799,4,SO69145,1,2384.07,"Touring-1000 Blue, 54",1481.9379,"Touring Bikes",Bikes,"Mr. Byron  Sanz",M,2013-10-25,Southwest,"United States","North America",2384.07,1481.94,902.13,37.84,2013,October,Q4,FQ3,2013-Oct
491,2013-10-25,2013-11-06,2013-11-01,24799,4,SO69145,1,53.99,"Short-Sleeve Classic Jersey, XL",41.5723,Jerseys,Clothing,"Mr. Byron  Sanz",M,2013-10-25,Southwest,"United States","North America",53.99,41.57,12.42,23.00,2013,October,Q4,FQ3,2013-Oct
479,2013-10-25,2013-11-06,2013-11-01,24799,4,SO69145,1,8.99,"Road Bottle Cage",3.3623,"Bottles and Cages",Accessories,"Mr. Byron  Sanz",M,2013-10-25,Southwest,"United States","North America",8.99,3.36,5.63,62.60,2013,October,Q4,FQ3,2013-Oct
384,2013-10-28,2013-11-09,2013-11-04,21281,4,SO69382,1,1120.49,"Road-550-W Yellow, 40",713.0798,"Road Bikes",Bikes,"Ms. Andrea  Hill",F,2013-10-28,Southwest,"United States","North America",1120.49,713.08,407.41,36.36,2013,October,Q4,FQ3,2013-Oct
479,2013-10-28,2013-11-09,2013-11-04,21281,4,SO69382,1,8.99,"Road Bottle Cage",3.3623,"Bottles and Cages",Accessories,"Ms. Andrea  Hill",F,2013-10-28,Southwest,"United States","North America",8.99,3.36,5.63,62.60,2013,October,Q4,FQ3,2013-Oct
582,2013-09-11,2013-09-23,2013-09-18,17866,4,SO66202,1,1700.99,"Road-350-W Yellow, 44",1082.51,"Road Bikes",Bikes,"Mr. Jack W Baker",M,2013-09-11,Southwest,"United States","North America",1700.99,1082.51,618.48,36.36,2013,September,Q3,FQ2,2013-Sep
217,2013-09-11,2013-09-23,2013-09-18,17866,4,SO66202,1,34.99,"Sport-100 Helmet, Black",13.0863,Helmets,Accessories,"Mr. Jack W Baker",M,2013-09-11,Southwest,"United States","North America",34.99,13.09,21.90,62.60,2013,September,Q3,FQ2,2013-Sep
477,2013-05-05,2013-05-17,2013-05-12,24353,4,SO57527,1,4.99,"Water Bottle - 30 oz.",1.8663,"Bottles and Cages",Accessories,"Ms. Andrea  Ramirez",F,2013-05-05,Southwest,"United States","North America",4.99,1.87,3.12,62.60,2013,May,Q2,FQ1,2013-May
574,2013-05-05,2013-05-17,2013-05-12,24353,4,SO57527,1,2384.07,"Touring-1000 Blue, 50",1481.9379,"Touring Bikes",Bikes,"Ms. Andrea  Ramirez",F,2013-05-05,Southwest,"United States","North America",2384.07,1481.94,902.13,37.84,2013,May,Q2,FQ1,2013-May
479,2013-05-05,2013-05-17,2013-05-12,24353,4,SO57527,1,8.99,"Road Bottle Cage",3.3623,"Bottles and Cages",Accessories,"Ms. Andrea  Ramirez",F,2013-05-05,Southwest,"United States","North America",8.99,3.36,5.63,62.60,2013,May,Q2,FQ1,2013-May
539,2013-12-31,2014-01-12,2014-01-07,13804,10,SO74240,1,24.99,"ML Road Tire",9.3463,"Tires and Tubes",Accessories,"Ms. Dawn A Luo",F,2013-12-31,"United Kingdom","United Kingdom",Europe,24.99,9.35,15.64,62.60,2013,December,Q4,FQ3,2013-Dec
