CustomerKey,GeographyKey,CustomerAlternateKey,Gender,Fullname,BirthDate,MaritalStatus,EmailAddress,YearlyIncome,EnglishEducation,EnglishOccupation,DateFirstPurchase
12323,219,AW00012323,M,Mr. Lawrence S Alonso,1962-01-11,M,lawrence6@adventure-works.com,80000,High School,Professional,2011-06-24
12325,244,AW00012325,F,Ms. Gloria A Martin,1956-09-14,M,gloria3@adventure-works.com,130000,High School,Professional,2013-08-05
12641,203,AW00012641,M,Mr. Willie C Raje,1959-09-02,M,willie33@adventure-works.com,100000,High School,Professional,2013-12-02
12642,189,AW00012642,M,Mr. Jimmy  Carlson,1965-04-09,M,jimmy22@adventure-works.com,100000,High School,Professional,2013-05-15
12649,203,AW00012649,M,Mr. Omar M Goel,1957-06-08,M,omar40@adventure-works.com,80000,High School,Professional,2013-09-29
13079,38,AW00013079,M,Mr. Edwin  Bhat,1962-08-26,S,edwin43@adventure-works.com,80000,High School,Professional,2012-04-24
13080,30,AW00013080,F,Ms. Denise  Mehta,1968-05-14,S,denise15@adventure-works.com,80000,High School,Professional,2012-05-05
13081,25,AW00013081,F,Ms. Krista C Ruiz,1962-09-21,S,krista2@adventure-works.com,80000,High School,Professional,2012-05-27
13262,240,AW00013262,M,Mr. Jaime D Nara,1963-04-20,M,jaime39@adventure-works.com,150000,High School,Professional,2013-03-22
13407,253,AW00013407,F,Ms. Cassandra  Rana,1963-04-06,S,cassandra12@adventure-works.com,150000,High School,Professional,2012-12-27
13587,154,AW00013587,F,Ms. Kristina  Subram,1960-05-23,S,kristina13@adventure-works.com,100000,High School,Professional,2013-10-28
13596,225,AW00013596,M,Mr. Billy R Gomez,1956-12-13,M,billy2@adventure-works.com,80000,High School,Professional,2013-02-10
14033,29,AW00014033,F,Ms. Melinda J Torres,1968-02-16,S,melinda7@adventure-works.com,80000,High School,Professional,2012-08-17
14188,203,AW00014188,F,Ms. Meagan I Sanchez,1957-05-06,M,meagan18@adventure-works.com,80000,High School,Professional,2013-07-20
15105,163,AW00015105,F,Ms. Tina F Rana,1971-04-04,M,tina13@adventure-works.com,100000,High School,Professional,2013-03-02
15106,265,AW00015106,M,Mr. Shannon R Navarro,1971-05-03,M,shannon31@adventure-works.com,170000,High School,Professional,2011-09-25
15109,219,AW00015109,F,Ms. Meghan K Carlson,1974-06-03,M,meghan17@adventure-works.com,80000,High School,Professional,2013-06-13
15111,192,AW00015111,F,Ms. Leah  Huang,1962-09-05,M,leah4@adventure-works.com,80000,High School,Professional,2014-01-16
15112,195,AW00015112,F,Ms. Alicia  Luo,1962-11-14,M,alicia4@adventure-works.com,80000,High School,Professional,2013-02-11
15113,127,AW00015113,M,Mr. Robert  Smith,1962-05-31,M,robert84@adventure-works.com,80000,High School,Professional,2014-01-19
15702,240,AW00015702,F,Ms. Ruth  Mehta,1958-02-15,M,ruth18@adventure-works.com,130000,High School,Professional,2012-01-09
15703,142,AW00015703,F,Ms. Alison  Chande,1962-05-02,M,alison15@adventure-works.com,80000,High School,Professional,2013-01-28
15922,240,AW00015922,M,Mr. Roger C Kumar,1968-10-12,M,roger35@adventure-works.com,150000,High School,Professional,2013-02-16
15923,205,AW00015923,M,Mr. Ricardo  Raje,1967-10-04,S,ricardo14@adventure-works.com,100000,High School,Professional,2012-08-31
15924,183,AW00015924,M,Mr. Omar D Wang,1961-12-18,M,omar1@adventure-works.com,100000,High School,Professional,2012-09-14
15929,258,AW00015929,F,Ms. Karla V Raji,1962-02-07,M,karla22@adventure-works.com,150000,High School,Professional,2012-01-10
15930,200,AW00015930,F,Ms. Tiffany C He,1960-09-29,M,tiffany19@adventure-works.com,100000,High School,Professional,2013-09-06
15933,260,AW00015933,M,Mr. Clinton  Dominguez,1966-01-30,S,clinton9@adventure-works.com,160000,High School,Professional,2012-01-23
16580,184,AW00016580,F,Ms. Dawn C Chen,1960-01-01,M,dawn3@adventure-works.com,100000,High School,Professional,2012-12-16
16581,222,AW00016581,M,Mr. Kenneth  Becker,1965-07-19,S,kenneth17@adventure-works.com,100000,High School,Professional,2013-10-25
16582,163,AW00016582,M,Mr. Frank M Torres,1965-09-30,M,frank19@adventure-works.com,100000,High School,Professional,2013-02-22
16583,131,AW00016583,M,Mr. Justin A Martinez,1959-11-02,M,justin45@adventure-works.com,100000,High School,Professional,2014-01-08
16584,273,AW00016584,M,Mr. Devin  Gray,1959-10-31,S,devin73@adventure-works.com,170000,High School,Professional,2013-02-07
16598,234,AW00016598,F,Ms. Kate  Rai,1957-05-02,S,kate14@adventure-works.com,130000,High School,Professional,2012-05-23
16828,262,AW00016828,M,Mr. Logan R Mitchell,1967-02-06,M,logan37@adventure-works.com,160000,High School,Professional,2012-05-15
16829,267,AW00016829,M,Mr. Wayne C Lal,1967-04-24,M,wayne10@adventure-works.com,160000,High School,Professional,2012-05-07
17192,261,AW00017192,M,Mr. Warren L He,1966-09-19,S,warren31@adventure-works.com,160000,High School,Professional,2012-06-20
17212,190,AW00017212,F,Ms. Jacqueline A Coleman,1963-06-14,S,jacqueline6@adventure-works.com,80000,High School,Professional,2013-11-27
17214,251,AW00017214,M,Mr. Damien M Liu,1958-03-20,M,damien3@adventure-works.com,130000,High School,Professional,2012-06-06
18138,202,AW00018138,M,Mr. Walter C Alonso,1960-08-08,M,walter21@adventure-works.com,100000,High School,Professional,2013-12-06
18159,182,AW00018159,F,Ms. Jaime M Serrano,1965-09-20,M,jaime18@adventure-works.com,100000,High School,Professional,2014-01-23
18160,238,AW00018160,M,Mr. Bryan  Rivera,1965-10-10,M,bryan17@adventure-works.com,130000,High School,Professional,2012-11-17
18169,123,AW00018169,F,Ms. Alisha L Liang,1962-04-09,S,alisha17@adventure-works.com,80000,High School,Professional,2013-03-26
18172,232,AW00018172,M,Mr. Willie  Black,1956-12-19,M,willie39@adventure-works.com,130000,High School,Professional,2013-10-20
18173,250,AW00018173,M,Mr. Brent L Zhang,1956-11-29,S,brent0@adventure-works.com,130000,High School,Professional,2012-11-03
19031,253,AW00019031,F,Ms. Regina S Perez,1963-01-10,M,regina20@adventure-works.com,150000,High School,Professional,2012-12-18
19032,253,AW00019032,F,Ms. Katrina  Andersen,1962-10-13,S,katrina11@adventure-works.com,150000,High School,Professional,2012-12-05
19037,264,AW00019037,M,Mr. Marshall E Chen,1961-02-10,M,marshall1@adventure-works.com,160000,High School,Professional,2012-12-15
19054,260,AW00019054,M,Mr. Arthur M Alonso,1959-12-19,S,arthur32@adventure-works.com,150000,High School,Professional,2013-12-09
19055,262,AW00019055,M,Mr. Garrett  Bailey,1959-10-13,M,garrett20@adventure-works.com,160000,High School,Professional,2013-12-10
19063,224,AW00019063,F,Ms. Gabrielle  Kelly,1958-05-23,M,gabrielle20@adventure-works.com,80000,High School,Professional,2014-01-18
19903,184,AW00019903,M,Mr. Marcus N Nelson,1962-06-03,S,marcus37@adventure-works.com,100000,High School,Professional,2012-11-28
19906,277,AW00019906,M,Mr. Armando E Muñoz,1961-10-31,M,armando7@adventure-works.com,170000,High School,Professional,2013-08-09
19907,222,AW00019907,M,Mr. Bruce L Diaz,1961-04-03,M,bruce25@adventure-works.com,100000,High School,Professional,2013-10-04
19908,200,AW00019908,F,Ms. Pamela J Prasad,1961-01-04,S,pamela12@adventure-works.com,100000,High School,Professional,2013-12-24
19912,261,AW00019912,F,Ms. Tara  Xie,1977-05-24,M,tara3@adventure-works.com,160000,High School,Professional,2012-11-17
19923,202,AW00019923,M,Mr. Joe A Prasad,1960-05-02,M,joe12@adventure-works.com,100000,High School,Professional,2013-04-30
19927,270,AW00019927,M,Mr. Ruben  Fernandez,1960-01-23,M,ruben17@adventure-works.com,170000,High School,Professional,2013-07-29
19928,273,AW00019928,F,Ms. Jaime C Sanz,1965-05-31,M,jaime22@adventure-works.com,170000,High School,Professional,2013-05-03
19934,165,AW00019934,M,Mr. Neil  Blanco,1956-12-24,M,neil14@adventure-works.com,80000,High School,Professional,2013-05-14
20551,245,AW00020551,F,Ms. Daisy L Blanco,1962-11-05,M,daisy10@adventure-works.com,150000,High School,Professional,2014-01-25
20552,259,AW00020552,F,Ms. Heather E Liang,1968-02-17,M,heather16@adventure-works.com,150000,High School,Professional,2011-06-01
20575,256,AW00020575,F,Ms. Stacey  Cai,1959-09-12,M,stacey22@adventure-works.com,130000,High School,Professional,2011-12-11
20576,256,AW00020576,M,Mr. Johnathan  Kapoor,1959-12-24,S,johnathan2@adventure-works.com,130000,High School,Professional,2012-01-01
20577,259,AW00020577,F,Ms. Sheila  Romero,1960-05-26,M,sheila9@adventure-works.com,130000,High School,Professional,2011-12-30
20582,209,AW00020582,F,Ms. Desiree J Bradley,1958-05-06,S,desiree12@adventure-works.com,80000,High School,Professional,2013-07-27
20585,261,AW00020585,F,Ms. Emily  Lee,1962-05-15,M,emily22@adventure-works.com,130000,High School,Professional,2013-08-27
21412,62,AW00021412,M,Mr. Jordan  Alexander,1980-03-25,M,jordan16@adventure-works.com,50000,High School,Professional,2013-02-05
21534,250,AW00021534,M,Mr. Warren F Rai,1963-04-23,S,warren7@adventure-works.com,130000,High School,Professional,2012-11-28
21535,206,AW00021535,M,Mr. Alfredo  Sandberg,1962-07-23,S,alfredo21@adventure-works.com,80000,High School,Professional,2013-11-13
21824,255,AW00021824,M,Mr. Warren  She,1961-12-31,M,warren36@adventure-works.com,150000,High School,Professional,2013-12-10
21829,270,AW00021829,F,Ms. Carolyn  Rana,1960-07-17,M,carolyn10@adventure-works.com,170000,High School,Professional,2013-10-12
21830,272,AW00021830,F,Ms. Briana  Alonso,1961-04-15,M,briana8@adventure-works.com,170000,High School,Professional,2013-06-10
21845,184,AW00021845,M,Mr. Cameron  Miller,1959-10-31,M,cameron46@adventure-works.com,100000,High School,Professional,2013-03-29
21847,249,AW00021847,M,Mr. Dominic F Madan,1959-11-23,S,dominic7@adventure-works.com,130000,High School,Professional,2013-07-24
21850,197,AW00021850,M,Mr. Bruce  Subram,1957-03-13,M,bruce12@adventure-works.com,80000,High School,Professional,2013-09-23
21854,247,AW00021854,F,Ms. Theresa  Schmidt,1956-09-17,M,theresa16@adventure-works.com,130000,High School,Professional,2013-10-30
22798,238,AW00022798,F,Ms. Heidi L Fernandez,1963-02-05,M,heidi18@adventure-works.com,150000,High School,Professional,2013-05-07
22820,190,AW00022820,M,Mr. Alex  Nelson,1960-05-12,M,alex38@adventure-works.com,100000,High School,Professional,2014-01-25
22822,271,AW00022822,M,Mr. Devin A Anderson,1959-08-22,M,devin8@adventure-works.com,170000,High School,Professional,2012-12-31
22826,238,AW00022826,M,Mr. Christian S Russell,1958-04-18,M,christian7@adventure-works.com,130000,High School,Professional,2013-03-15
22827,209,AW00022827,M,Mr. Clayton C Gao,1957-06-16,M,clayton14@adventure-works.com,80000,High School,Professional,2013-06-07
23351,60,AW00023351,M,Mr. Lucas L Sanchez,1979-10-30,S,lucas88@adventure-works.com,50000,High School,Professional,2011-09-06
23599,243,AW00023599,F,Ms. Mackenzie  Roberts,1962-10-13,S,mackenzie27@adventure-works.com,150000,High School,Professional,2013-12-16
23600,205,AW00023600,M,Mr. Peter  Sharma,1961-09-08,M,peter15@adventure-works.com,100000,High School,Professional,2013-03-13
23608,255,AW00023608,F,Ms. Jessie R Blanco,1960-07-10,M,jessie34@adventure-works.com,150000,High School,Professional,2013-02-23
23623,187,AW00023623,F,Ms. Jocelyn  Griffin,1962-08-07,M,jocelyn20@adventure-works.com,80000,High School,Professional,2013-02-22
23625,251,AW00023625,M,Mr. Micheal  Navarro,1957-05-01,M,micheal5@adventure-works.com,130000,High School,Professional,2013-10-17
24309,65,AW00024309,M,Mr. Ethan  Williams,1980-02-15,M,ethan32@adventure-works.com,50000,High School,Professional,2011-11-20
24310,64,AW00024310,F,Ms. Gabrielle D Peterson,1979-08-05,S,gabrielle14@adventure-works.com,50000,High School,Professional,2011-11-02
24537,254,AW00024537,F,Ms. Cynthia  Saunders,1962-12-26,S,cynthia15@adventure-works.com,150000,High School,Professional,2013-03-01
24542,194,AW00024542,M,Mr. Arturo W Liang,1966-08-07,S,arturo18@adventure-works.com,100000,High School,Professional,2013-12-03
24545,271,AW00024545,M,Mr. Douglas  Raman,1960-12-03,S,douglas16@adventure-works.com,170000,High School,Professional,2013-09-26
24560,184,AW00024560,F,Ms. Veronica  Fernandez,1959-11-29,M,veronica17@adventure-works.com,100000,High School,Professional,2013-12-20
24561,174,AW00024561,M,Mr. Megan  Sherman,1960-06-08,S,megan2@adventure-works.com,100000,High School,Professional,2013-02-07
24567,199,AW00024567,F,Ms. Alison W Deng,1956-11-04,M,alison0@adventure-works.com,80000,High School,Professional,2013-03-20
24568,238,AW00024568,M,Mr. Jose F Mitchell,1956-07-13,S,jose47@adventure-works.com,130000,High School,Professional,2013-07-10
24569,262,AW00024569,M,Mr. Bob S Gonzalez,1962-02-08,M,bob10@adventure-works.com,130000,High School,Professional,2013-05-28
24857,236,AW00024857,F,Ms. Anna  Henderson,1965-04-16,M,anna29@adventure-works.com,130000,High School,Professional,2013-06-29
24858,243,AW00024858,M,Mr. Calvin A Xie,1959-11-02,M,calvin3@adventure-works.com,130000,High School,Professional,2013-04-12
24859,245,AW00024859,M,Mr. Cesar J Arun,1960-03-25,S,cesar5@adventure-works.com,130000,High School,Professional,2014-01-25
24866,193,AW00024866,M,Mr. Alejandro J Nath,1962-02-07,M,alejandro43@adventure-works.com,80000,High School,Professional,2013-03-09
24868,244,AW00024868,M,Mr. Darryl  Hu,1957-03-21,M,darryl20@adventure-works.com,130000,High School,Professional,2013-07-17
24869,257,AW00024869,M,Mr. Misty  Shock,1956-10-09,M,misty0@adventure-works.com,130000,High School,Professional,2013-09-23
25061,68,AW00025061,F,Ms. Julia  Hughes,1980-01-20,S,julia77@adventure-works.com,50000,High School,Professional,2012-01-22
25062,71,AW00025062,F,Ms. Kaitlyn J Young,1980-06-18,S,kaitlyn23@adventure-works.com,50000,High School,Professional,2013-04-12
25776,269,AW00025776,M,Mr. Damien  Zhou,1972-11-10,M,damien6@adventure-works.com,160000,High School,Professional,2013-10-17
25787,190,AW00025787,M,Mr. Lee  Serrano,1970-09-21,M,lee15@adventure-works.com,100000,High School,Professional,2013-07-08
25796,252,AW00025796,M,Mr. Kelvin  Jai,1963-03-09,M,kelvin8@adventure-works.com,130000,High School,Professional,2013-10-06
25797,189,AW00025797,M,Mr. Max L Torres,1957-05-07,M,max12@adventure-works.com,80000,High School,Professional,2013-10-10
25798,234,AW00025798,M,Mr. Christian  Coleman,1956-09-20,S,christian20@adventure-works.com,130000,High School,Professional,2013-10-12
25799,262,AW00025799,F,Ms. Arianna A James,1956-09-14,S,arianna29@adventure-works.com,130000,High School,Professional,2013-01-30
26386,261,AW00026386,F,Ms. Kelli  Zhao,1961-10-18,S,kelli11@adventure-works.com,160000,High School,Professional,2013-08-23
26389,202,AW00026389,F,Ms. Candice L Zhou,1966-02-13,M,candice14@adventure-works.com,100000,High School,Professional,2013-04-27
26390,254,AW00026390,M,Mr. Ivan S Mehta,1960-07-15,M,ivan10@adventure-works.com,150000,High School,Professional,2013-08-04
26401,237,AW00026401,F,Ms. Natalie  Butler,1960-05-11,M,natalie36@adventure-works.com,130000,High School,Professional,2013-02-12
26408,249,AW00026408,F,Ms. Martha E Huang,1956-11-30,S,martha5@adventure-works.com,130000,High School,Professional,2013-08-28
26409,258,AW00026409,F,Ms. Christy  Goel,1957-01-30,S,christy37@adventure-works.com,130000,High School,Professional,2013-03-14
27324,190,AW00027324,F,Ms. Candice W Xu,1958-01-25,S,candice18@adventure-works.com,80000,High School,Professional,2013-12-09
27326,224,AW00027326,F,Ms. Ashlee  Goel,1957-03-21,S,ashlee3@adventure-works.com,80000,High School,Professional,2013-07-17
27522,53,AW00027522,F,Ms. Madeline A Carter,1980-02-01,M,madeline10@adventure-works.com,50000,High School,Professional,2013-08-02
27523,609,AW00027523,F,Ms. Kayla E Martin,1979-09-17,S,kayla15@adventure-works.com,50000,High School,Professional,2012-12-19
27925,238,AW00027925,M,Mr. Adam  Butler,1962-08-10,S,adam12@adventure-works.com,150000,High School,Professional,2013-11-13
27926,208,AW00027926,M,Mr. Eduardo B Mitchell,1961-07-06,S,eduardo35@adventure-works.com,100000,High School,Professional,2013-03-17
27928,258,AW00027928,F,Ms. Dianne K. Slattengren,1961-12-06,S,dianne0@adventure-works.com,160000,High School,Professional,2013-08-27
27945,250,AW00027945,F,Ms. Christine A Andersen,1965-04-08,S,christine8@adventure-works.com,130000,High School,Professional,2013-04-26
27946,272,AW00027946,F,Ms. Katie  Holt,1959-10-31,M,katie14@adventure-works.com,170000,High School,Professional,2013-11-19
27954,192,AW00027954,F,Ms. Brenda Q Saunders,1957-01-29,S,brenda14@adventure-works.com,80000,High School,Professional,2013-08-21
27955,231,AW00027955,M,Mr. Ramon M Wu,1962-05-24,M,ramon6@adventure-works.com,130000,High School,Professional,2013-06-20
27956,258,AW00027956,M,Mr. Terrence  Jai,1956-10-11,M,terrence11@adventure-works.com,130000,High School,Professional,2013-02-21
27957,262,AW00027957,F,Ms. Tabitha  Suri,1956-08-19,S,tabitha0@adventure-works.com,130000,High School,Professional,2013-03-31
28141,69,AW00028141,M,Mr. Joseph  Robinson,1979-09-13,M,joseph25@adventure-works.com,50000,High School,Professional,2013-02-22
28142,607,AW00028142,M,Mr. Willie B Lin,1985-08-10,S,willie6@adventure-works.com,50000,High School,Professional,2011-03-26
28877,246,AW00028877,M,Mr. Joe L Vance,1963-05-24,S,joe8@adventure-works.com,150000,High School,Professional,2013-02-28
28878,263,AW00028878,M,Mr. Alvin R Guo,1962-10-06,M,alvin16@adventure-works.com,160000,High School,Professional,2013-10-21
28884,278,AW00028884,F,Ms. Sheila  Suarez,1967-09-30,S,sheila17@adventure-works.com,170000,High School,Professional,2013-12-18
28886,194,AW00028886,M,Mr. Franklin S Jai,1961-01-10,M,franklin29@adventure-works.com,100000,High School,Professional,2013-12-03
28899,250,AW00028899,M,Mr. Alejandro R Anand,1960-03-18,M,alejandro47@adventure-works.com,130000,High School,Professional,2013-12-25
28905,187,AW00028905,F,Ms. Katherine L Bailey,1956-08-18,M,katherine10@adventure-works.com,80000,High School,Professional,2013-04-25
28906,223,AW00028906,M,Mr. Steve T Xu,1962-09-23,M,steve15@adventure-works.com,80000,High School,Professional,2013-10-14
29124,50,AW00029124,M,Mr. Angel J Edwards,1979-07-14,M,angel23@adventure-works.com,50000,High School,Professional,2013-05-14
11456,17,AW00011456,M,Mr. Jon C Gao,1980-01-05,M,jon35@adventure-works.com,120000,Partial High School,Professional,2011-07-17
12355,19,AW00012355,F,Ms. Monique C Ortega,1984-03-19,S,monique18@adventure-works.com,120000,Partial High School,Professional,2011-12-29
12358,9,AW00012358,F,Ms. Lacey T Raje,1975-08-26,M,lacey4@adventure-works.com,100000,Partial High School,Professional,2012-01-28
12683,25,AW00012683,F,Ms. Laura D Zhou,1978-08-01,S,laura15@adventure-works.com,120000,Partial High School,Professional,2012-02-18
12684,4,AW00012684,M,Mr. Shaun  Shen,1978-11-20,M,shaun4@adventure-works.com,120000,Partial High School,Professional,2012-02-06
12694,17,AW00012694,M,Mr. Jay R Arthur,1983-01-07,S,jay13@adventure-works.com,120000,Partial High School,Professional,2012-03-12
12699,35,AW00012699,F,Ms. Amy E Chow,1975-09-15,M,amy10@adventure-works.com,120000,Partial High School,Professional,2012-03-14
12700,24,AW00012700,F,Ms. Mindy R Kumar,1976-09-16,M,mindy12@adventure-works.com,110000,Partial High School,Professional,2012-04-28
12701,10,AW00012701,M,Mr. Gary C Gutierrez,1982-10-14,M,gary22@adventure-works.com,110000,Partial High School,Professional,2012-04-17
12702,27,AW00012702,F,Ms. Yolanda  Shan,1977-03-06,M,yolanda9@adventure-works.com,110000,Partial High School,Professional,2012-04-18
12703,6,AW00012703,F,Ms. Renee L Suarez,1976-12-17,M,renee17@adventure-works.com,110000,Partial High School,Professional,2012-04-04
13612,271,AW00013612,F,Ms. Hailey C Ross,1952-08-20,M,hailey25@adventure-works.com,130000,Partial High School,Professional,2013-06-10
13643,5,AW00013643,M,Mr. Ronald B Sai,1976-04-04,S,ronald7@adventure-works.com,100000,Partial High School,Professional,2012-07-07
13644,32,AW00013644,F,Ms. Kristi M Dominguez,1975-09-30,M,kristi8@adventure-works.com,100000,Partial High School,Professional,2012-07-16
13645,24,AW00013645,M,Mr. Eugene L He,1976-03-15,S,eugene23@adventure-works.com,100000,Partial High School,Professional,2012-07-19
13647,22,AW00013647,M,Mr. Armando M Alonso,1975-12-11,S,armando8@adventure-works.com,120000,Partial High School,Professional,2012-07-01
13648,26,AW00013648,M,Mr. Arturo  Sharma,1981-10-05,S,arturo34@adventure-works.com,120000,Partial High School,Professional,2012-07-29
13649,27,AW00013649,F,Ms. Rebekah  Suarez,1976-11-04,M,rebekah39@adventure-works.com,110000,Partial High School,Professional,2012-07-20
14206,133,AW00014206,M,Mr. Edwin  West,1953-01-02,M,edwin1@adventure-works.com,100000,Partial High School,Professional,2014-01-09
14207,134,AW00014207,M,Mr. José E Saraiva,1953-03-20,M,josé5@adventure-works.com,110000,Partial High School,Professional,2011-09-28
14231,29,AW00014231,F,Ms. Kari E Sai,1978-02-02,M,kari7@adventure-works.com,120000,Partial High School,Professional,2013-02-08
14235,19,AW00014235,M,Mr. Larry T Alvarez,1981-05-17,M,larry6@adventure-works.com,100000,Partial High School,Professional,2012-09-23
14237,28,AW00014237,F,Ms. Kate  Andersen,1981-04-07,M,kate10@adventure-works.com,120000,Partial High School,Professional,2013-04-07
14238,19,AW00014238,M,Mr. Jay C Gonzalez,1975-12-02,M,jay25@adventure-works.com,120000,Partial High School,Professional,2012-09-13
15119,256,AW00015119,M,Mr. Johnny  Tang,1958-10-03,M,johnny4@adventure-works.com,120000,Partial High School,Professional,2013-05-25
15133,20,AW00015133,M,Mr. Raul R Rai,1979-01-04,M,raul15@adventure-works.com,120000,Partial High School,Professional,2012-10-24
15151,6,AW00015151,M,Mr. Karl M Shen,1982-12-10,M,karl2@adventure-works.com,110000,Partial High School,Professional,2012-10-14
15152,40,AW00015152,F,Ms. Meghan J Moreno,1976-12-12,M,meghan6@adventure-works.com,110000,Partial High School,Professional,2012-10-04
15153,2,AW00015153,F,Ms. Kristen R Li,1977-04-02,M,kristen3@adventure-works.com,110000,Partial High School,Professional,2013-02-23
15356,167,AW00015356,F,Ms. Dawn  Jai,1960-10-16,M,dawn35@adventure-works.com,120000,Partial High School,Professional,2013-03-07
15357,157,AW00015357,M,Mr. Craig  Navarro,1966-10-18,M,craig11@adventure-works.com,120000,Partial High School,Professional,2012-01-09
15695,261,AW00015695,M,Mr. Bruce  Gomez,1959-12-16,M,bruce23@adventure-works.com,150000,Partial High School,Professional,2011-11-29
15713,267,AW00015713,F,Ms. Hannah F Lee,1953-12-07,M,hannah20@adventure-works.com,130000,Partial High School,Professional,2013-11-08
15732,17,AW00015732,F,Ms. Sandra V Zhu,1983-05-25,M,sandra21@adventure-works.com,120000,Partial High School,Professional,2012-12-12
15733,26,AW00015733,F,Ms. Leslie  Ramos,1977-09-22,M,leslie18@adventure-works.com,120000,Partial High School,Professional,2012-12-08
15734,19,AW00015734,F,Ms. Alicia  Lal,1976-01-08,M,alicia6@adventure-works.com,100000,Partial High School,Professional,2012-12-25
15735,3,AW00015735,F,Ms. Lori A Blanco,1975-10-30,M,lori16@adventure-works.com,100000,Partial High School,Professional,2013-06-21
16585,274,AW00016585,M,Mr. Vincent F Sun,1959-11-03,M,vincent12@adventure-works.com,170000,Partial High School,Professional,2012-04-07
16603,150,AW00016603,F,Ms. Scott  Seely,1953-05-18,M,scott11@adventure-works.com,110000,Partial High School,Professional,2012-07-08
16619,11,AW00016619,F,Ms. Whitney  Perez,1979-11-02,M,whitney20@adventure-works.com,120000,Partial High School,Professional,2013-03-09
16635,2,AW00016635,M,Mr. Erick  Suri,1975-08-14,M,erick0@adventure-works.com,100000,Partial High School,Professional,2013-04-18
16638,16,AW00016638,M,Mr. Dennis M Ye,1977-02-07,M,dennis11@adventure-works.com,110000,Partial High School,Professional,2011-02-12
16639,36,AW00016639,F,Ms. Renee E Romero,1977-01-07,S,renee8@adventure-works.com,110000,Partial High School,Professional,2011-02-04
17190,168,AW00017190,F,Ms. Ebony J Rana,1966-10-03,S,ebony11@adventure-works.com,120000,Partial High School,Professional,2014-01-14
17225,273,AW00017225,M,Mr. Lawrence C Dominguez,1953-11-29,M,lawrence11@adventure-works.com,160000,Partial High School,Professional,2012-06-05
17226,268,AW00017226,M,Mr. Gilbert G McDonald,1953-02-01,M,gilbert3@adventure-works.com,130000,Partial High School,Professional,2013-04-20
17248,30,AW00017248,F,Ms. Alicia L Beck,1977-08-31,M,alicia16@adventure-works.com,120000,Partial High School,Professional,2011-03-13
17249,17,AW00017249,M,Mr. Carl S Goel,1978-05-09,M,carl18@adventure-works.com,120000,Partial High School,Professional,2011-03-14
17250,39,AW00017250,F,Ms. Alicia W She,1983-03-10,M,alicia0@adventure-works.com,150000,Partial High School,Professional,2013-07-03
17255,6,AW00017255,F,Ms. Carly J Nath,1981-08-30,M,carly16@adventure-works.com,100000,Partial High School,Professional,2011-03-19
17258,35,AW00017258,M,Mr. Fernando  Green,1977-02-07,M,fernando30@adventure-works.com,110000,Partial High School,Professional,2011-03-19
18135,238,AW00018135,M,Mr. Blake E Diaz,1967-12-13,M,blake69@adventure-works.com,120000,Partial High School,Professional,2012-11-04
18139,147,AW00018139,F,Ms. Jennifer  Washington,1971-08-08,M,jennifer86@adventure-works.com,120000,Partial High School,Professional,2012-02-23
18185,158,AW00018185,F,Ms. Laura P Huang,1953-05-05,M,laura12@adventure-works.com,110000,Partial High School,Professional,2012-06-17
18186,261,AW00018186,F,Ms. Lori  Hernandez,1953-01-29,M,lori6@adventure-works.com,130000,Partial High School,Professional,2013-04-13
18198,3,AW00018198,M,Mr. Cedric  Xu,1979-09-21,S,cedric27@adventure-works.com,120000,Partial High School,Professional,2011-05-17
18204,26,AW00018204,F,Ms. Tiffany  Cai,1979-05-21,M,tiffany22@adventure-works.com,120000,Partial High School,Professional,2011-05-09
18219,19,AW00018219,F,Ms. Felicia J Gomez,1981-11-02,M,felicia1@adventure-works.com,120000,Partial High School,Professional,2011-05-22
18220,20,AW00018220,M,Mr. Brent  Huang,1977-05-11,M,brent5@adventure-works.com,110000,Partial High School,Professional,2011-05-07
19081,131,AW00019081,F,Ms. Leslie D Rubio,1953-02-03,M,leslie21@adventure-works.com,100000,Partial High School,Professional,2013-11-06
19082,252,AW00019082,M,Mr. Alvin  Zhang,1953-02-08,M,alvin1@adventure-works.com,120000,Partial High School,Professional,2013-07-04
19099,17,AW00019099,F,Ms. Sheena  Deng,1978-05-09,M,sheena1@adventure-works.com,120000,Partial High School,Professional,2011-08-23
19103,21,AW00019103,M,Mr. Johnathan  Raman,1976-01-23,M,johnathan14@adventure-works.com,150000,Partial High School,Professional,2013-03-03
19104,33,AW00019104,F,Ms. Mariah M James,1982-02-24,M,mariah32@adventure-works.com,100000,Partial High School,Professional,2013-07-24
19924,121,AW00019924,M,Mr. Douglas  Perez,1965-04-16,M,douglas25@adventure-works.com,120000,Partial High School,Professional,2012-01-08
19963,13,AW00019963,M,Mr. Geoffrey  Fernandez,1979-05-20,M,geoffrey13@adventure-works.com,120000,Partial High School,Professional,2011-09-17
19964,29,AW00019964,F,Ms. Gloria S Alonso,1978-12-09,S,gloria8@adventure-works.com,120000,Partial High School,Professional,2011-09-06
19975,25,AW00019975,F,Ms. Brittney W Zhang,1976-03-15,S,brittney0@adventure-works.com,100000,Partial High School,Professional,2011-10-09
19977,29,AW00019977,F,Ms. Kristine  Gill,1976-04-08,S,kristine14@adventure-works.com,120000,Partial High School,Professional,2011-10-24
